Value
36.812
36.875
36.875
36.75
36.75
36.562
36.5
36.562
36.688
36.875
36.562
36.5
36.625
36.5
36.438
36.438
36.688
36.625
36.562
36.625
36.75
36.688
36.562
36.562
36.625
36.562
36.562
36.5
36.688
36.875
36.625
36.562
36.625
36.562
36.438
36.312
36.75
37.125
37.188
37.188
37.188
37.125
37.062
36.812
37.125
37.062
37.0
37.25
37.438
37.625
37.625
37.562
37.625
37.562
37.625
37.438
37.438
37.438
37.125
37.0
37.0
37.312
37.438
37.5
37.438
37.312
37.312
37.125
37.375
37.75
37.938
37.375
37.312
37.0
36.875
37.188
37.25
37.688
37.438
37.562
37.062
37.5
37.812
38.125
37.875
37.312
37.125
37.0
37.0
37.062
37.062
37.0
37.625
37.75
37.688
37.688
37.5
37.312
36.875
36.75
36.875
36.875
36.938
36.875
36.875
36.812
36.75
37.0
36.875
36.812
36.688
36.562
36.562
36.312
36.188
36.188
36.5
37.0
37.188
37.125
37.0
36.938
36.812
36.812
36.812
36.938
36.875
36.625
36.375
36.188
36.125
36.375
36.438
36.688
36.688
36.688
36.688
36.562
36.562
36.625
36.75
36.562
36.5
36.938
36.875
36.688
36.625
36.75
36.5
36.75
36.75
36.938
37.0
37.0
37.062
36.75
36.75
36.375
36.375
36.375
36.375
36.188
36.625
36.625
36.938
36.875
36.75
36.688
36.5
36.438
36.375
36.25
36.188
36.5
36.312
36.562
36.875
36.875
36.625
36.562
36.375
36.562
36.625
36.625
36.75
36.875
37.25
37.5
37.438
37.062
37.125
37.062
37.75
37.812
38.0
37.875
37.75
37.812
37.562
37.438
37.25
37.562
37.375
37.375
37.125
36.875
36.75
36.938
36.875
36.812
37.0
37.062
36.938
36.938
36.875
37.062
37.312
37.625
37.75
37.812
37.625
37.5
37.312
37.0
36.938
36.812
36.562
37.188
37.312
37.188
37.125
36.688
36.688
36.75
36.812
37.188
37.312
37.625
38.0
37.875
38.125
37.875
37.562
37.375
36.875
36.812
37.25
37.625
37.812
37.688
37.312
37.0
36.875
36.625
36.75
36.5
36.188
36.562
37.062
37.5
37.375
37.0
36.75
36.625
36.25
36.188
36.062
36.125
36.188
36.25
36.25
36.25
36.25
36.188
36.25
36.25
36.25
36.062
36.062
36.312
36.375
36.312
36.25
36.125
36.25
36.312
36.062
36.0
35.938
35.938
36.375
36.688
36.75
36.625
36.625
36.625
36.812
36.812
36.812
36.688
36.688
36.5
36.562
36.562
36.438
36.375
36.25
36.312
36.812
37.125
36.688
36.938
36.938
36.875
36.688
36.562
36.5
36.375
36.438
36.5
36.562
36.312
36.062
36.0
36.125
36.188
36.312
36.438
36.562
36.438
36.625
36.688
37.125
37.375
37.438
37.875
37.625
37.375
37.188
37.125
37.125
37.438
37.188
37.375
37.25
37.125
37.0
36.5
36.812
37.188
37.312
37.125
37.188
37.188
37.375
37.625
37.75
37.688
37.75
37.625
37.062
37.062
36.75
36.812
37.0
36.875
37.125
36.938
37.25
37.438
37.312
37.375
37.062
37.125
36.688
37.25
37.375
37.625
37.812
38.0
37.75
37.375
37.312
37.688
37.938
37.812
37.562
37.375
36.75
36.875
36.875
36.938
36.562
36.75
37.25
37.75
37.688
37.5
37.312
37.062
36.938
36.875
36.812
36.688
36.75
36.812
36.688
36.5
36.5
36.625
36.5
36.312
36.375
36.375
36.438
36.75
36.688
36.938
36.812
36.625
36.5
36.312
36.375
36.25
36.125
36.438
36.312
36.312
36.5
36.5
36.562
36.5
36.812
36.5
36.875
36.688
36.5
36.5
37.062
36.812
36.75
36.625
36.188
36.062
35.812
36.25
36.5
36.062
36.188
36.375
36.812
36.688
36.312
36.312
36.125
35.938
35.812
36.0
36.562
36.75
36.938
36.875
36.812
36.688
36.812
36.688
36.875
36.688
36.312
36.375
36.5
36.688
37.125
37.062
37.25
37.625
37.312
37.0
37.188
37.25
37.562
37.25
36.938
37.25
37.25
36.688
36.875
37.812
37.625
37.0
37.188
37.125
37.188
37.0
36.75
36.688
36.688
37.125
37.312
37.062
37.188
37.0
37.062
36.812
36.75
36.625
36.562
36.875
36.688
36.688
36.812
36.625
37.062
37.125
37.312
37.062
37.188
36.938
37.312
37.625
37.25
36.875
37.062
36.812
36.812
36.75
36.875
36.875
37.0
36.812
36.562
36.312
36.312
36.312
36.25
36.625
36.875
37.188
37.062
36.562
36.312
36.062
36.0
36.312
35.875
35.688
35.875
36.312
36.5
36.75
36.75
36.5
36.125
36.25
36.125
36.0
36.25
36.125
36.0
36.0
35.812
36.0
35.875
35.875
35.75
35.75
36.938
36.625
36.75
36.625
36.75
36.5
36.375
36.5
36.625
36.375
36.438
36.438
36.812
36.812
36.438
36.5
36.438
36.188
36.25
36.062
36.25
36.062
35.875
35.812
35.812
35.688
35.562
35.688
35.812
36.312
35.938
36.125
36.875
37.188
37.125
36.875
36.562
36.188
36.125
36.562
36.625
37.0
36.75
36.688
36.562
36.375
35.938
36.375
36.188
36.188
36.188
36.5
37.188
37.625
37.5
37.375
37.312
37.375
37.312
37.25
37.312
37.438
36.938
37.625
36.688
37.562
37.188
37.062
37.625
37.312
37.312
37.062
37.062
37.188
36.875
36.5
36.375
36.5
36.562
37.375
37.312
37.25
37.125
36.75
36.562
36.688
36.5
36.75
36.75
36.5
36.5
36.375
36.375
36.812
36.688
36.625
36.5
36.75
36.875
36.688
36.812
36.938
36.75
36.625
36.438
36.375
36.562
36.625
36.5
36.25
36.438
36.625
36.625
36.75
36.562
36.438
36.25
36.25
36.188
36.25
36.25
36.25
36.188
36.188
36.562
36.688
36.875
36.562
36.562
36.25
36.375
36.438
36.062
36.75
37.25
37.0
36.688
37.0
36.75
36.75
36.562
36.375
36.5
36.0
35.938
35.938
36.312
36.188
36.062
36.0
35.812
36.125
36.375
36.875
36.5
36.188
36.0
36.125
35.938
36.312
35.875
36.0
36.438
36.562
36.312
36.25
35.938
36.25
35.938
35.875
36.188
36.562
36.562
36.375
36.125
36.125
35.875
35.875
35.75
35.688
35.875
35.875
35.938
36.062
35.875
36.0
36.25
36.688
37.0
36.75
36.75
36.625
36.562
37.0
36.562
36.562
37.25
37.0
37.25
37.438
37.312
37.188
37.312
37.25
37.312
37.25
36.938
36.875
37.25
37.25
36.938
37.25
37.125
36.875
37.0
37.0
37.125
36.875
36.938
36.938
36.875
36.75
36.5
36.5
36.75
36.688
36.125
36.562
36.5
36.938
36.625
37.062
37.062
36.812
36.938
36.75
36.438
36.75
36.75
37.0
36.5
37.0
36.875
37.0
36.812
36.75
36.875
37.0
36.875
36.875
36.875
36.75
36.5
36.375
36.312
36.375
36.188
36.312
36.375
36.5
36.75
36.5
36.438
36.25
36.438
35.938
36.188
36.5
36.562
36.312
36.188
36.375
36.312
36.312
36.062
36.0
36.125
36.188
36.25
36.562
36.438
36.375
36.312
36.25
36.062
36.375
36.25
36.188
36.062
36.25
36.125
36.562
36.5
36.688
36.438
36.188
36.25
36.375
36.312
36.25
36.125
36.5
36.438
36.188
35.875
36.0
35.938
36.125
36.062
36.688
36.625
36.375
36.438
36.312
36.125
36.188
35.938
35.812
36.312
36.625
36.625
36.438
36.188
36.188
36.125
36.125
36.062
36.125
36.125
36.5
37.188
37.0
36.875
36.875
36.875
36.688
36.75
36.688
36.812
37.0
37.062
37.25
37.625
37.562
37.562
37.25
37.375
37.312
37.312
37.062
37.125
37.062
36.625
37.062
37.062
37.062
36.812
36.688
37.125
36.875
36.938
37.062
37.0
37.062
36.875
36.938
37.0
36.75
37.0
37.125
37.0
37.062
37.125
36.938
37.125
37.25
37.062
37.0
37.125
37.062
37.188
37.125
36.875
36.812
36.938
37.062
37.0
37.0
36.812
37.125
37.125
37.0
37.062
36.688
36.562
36.688
36.938
36.75
36.5
36.25
36.25
36.125
35.938
36.188
36.438
36.188
36.312
36.25
36.062
35.75
36.188
35.75
36.625
36.125
36.438
36.438
36.25
36.375
36.25
36.0
36.0
36.0
35.812
35.875
36.312
36.375
36.25
35.875
36.562
36.312
36.125
35.75
36.062
35.812
35.875
36.0
36.375
36.312
36.125
36.125
35.938
35.938
36.125
36.188
36.125
36.438
36.062
36.0
36.125
36.0
36.188
36.75
36.312
36.375
36.25
36.25
36.062
35.875
36.25
36.062
36.062
36.0
36.0
35.875
36.25
36.75
36.5
36.25
36.062
36.188
35.938
35.875
35.875
36.188
36.125
36.688
36.5
36.5
36.375
36.25
36.438
36.25
36.562
36.625
36.625
36.75
36.562
36.562
37.0
37.062
37.062
37.188
37.25
37.125
37.25
36.812
37.25
37.312
36.875
36.562
36.938
36.812
37.062
36.875
36.75
36.938
36.625
36.938
36.812
37.0
37.0
37.125
37.0
37.062
36.875
36.875
37.125
37.062
36.875
36.688
36.562
36.438
36.625
36.875
37.125
37.062
37.188
36.875
36.625
36.938
36.938
36.812
36.875
36.875
37.0
36.938
37.125
37.188
36.938
36.938
36.812
36.688
36.625
36.375
36.25
36.5
36.562
36.625
36.312
36.188
36.125
36.188
36.062
36.062
36.188
36.438
36.688
36.625
36.312
36.188
36.188
36.312
36.312
35.938
35.812
36.0
36.375
36.5
36.625
36.375
36.438
36.312
36.25
36.375
35.938
36.062
36.375
36.312
35.875
35.688
35.75
35.812
35.75
35.812
36.125
36.438
36.188
36.25
36.062
35.688
36.125
36.375
36.5
36.5
36.688
36.375
36.125
36.375
36.25
36.25
36.062
35.812
36.188
35.875
35.875
36.25
36.312
36.5
36.062
35.938
35.812
35.875
36.062
36.5
36.25
36.25
36.312
36.062
36.188
36.062
36.375
36.25
36.25
36.375
36.062
36.438
36.688
36.812
36.688
36.562
37.25
37.312
37.125
37.375
37.125
37.125
37.0
37.0
37.062
37.188
37.188
37.125
37.062
37.125
36.938
36.875
36.875
37.062
37.0
36.75
37.0
37.062
37.562
36.5
36.75
37.062
37.0
37.125
37.125
37.125
37.0
37.375
37.25
37.0
37.0
37.188
37.125
37.125
37.25
37.188
37.375
37.125
37.375
36.938
37.312
37.312
37.312
37.125
37.25
37.188
36.75
36.938
36.875
37.0
37.0
36.875
36.938
36.938
36.812
36.75
36.625
36.312
36.625
36.125
36.562
36.438
36.312
36.188
36.125
36.0
36.062
35.75
36.75
36.562
36.75
36.562
36.312
36.375
36.062
36.25
36.0
35.938
36.0
36.062
35.938
36.5
36.312
36.125
36.25
36.062
36.062
36.188
36.125
36.125
35.812
35.625
36.188
36.188
35.938
35.75
35.875
35.438
36.062
36.688
36.625
36.438
36.188
36.25
36.0
36.0
35.938
36.125
36.125
35.938
35.812
35.688
36.25
36.375
36.125
35.938
35.938
35.812
35.75
35.625
36.312
36.375
36.25
36.25
36.125
35.875
36.062
35.938
36.25
36.562
36.562
36.375
36.438
36.438
36.312
36.688
35.875
36.938
36.812
37.125
37.0
37.0
37.0
37.188
37.438
37.312
37.312
37.0
37.25
37.188
36.812
36.875
36.938
36.75
36.625
36.875
36.875
36.625
36.688
36.75
36.5
36.625
37.125
37.188
36.812
36.938
36.938
37.062
37.125
37.062
37.125
37.188
36.938
37.0
37.25
37.25
37.125
37.25
37.375
37.188
37.125
37.25
37.25
37.188
37.188
37.125
37.0
36.75
36.75
37.0
37.062
36.75
37.062
37.188
37.312
37.0
36.812
36.688
36.625
36.438
36.438
36.562
36.188
36.688
36.25
36.688
36.688
36.75
36.438
36.062
36.125
35.688
35.812
35.938
36.25
36.312
36.125
35.75
35.875
35.688
35.812
35.562
35.938
35.938
36.25
36.062
36.5
36.75
36.312
36.25
36.125
35.75
35.875
35.5
36.0
36.5
36.188
35.812
35.5
35.625
35.688
35.938
35.688
35.562
35.938
35.438
36.125
36.125
35.75
35.938
35.812
36.188
36.312
36.25
35.875
36.125
36.0
35.812
35.688
35.562
36.062
36.562
36.5
36.5
36.0
36.0
36.312
36.375
36.312
36.25
36.25
36.125
36.0
36.0
36.188
36.0
36.438
36.5
36.375
36.25
36.375
36.5
36.75
36.938
36.625
37.188
37.125
37.0
37.188
37.25
37.188
37.188
37.188
37.375
36.688
37.188
36.938
37.0
36.5
36.812
36.562
37.0
37.0
36.688
37.0
37.062
36.938
36.812
36.938
36.875
36.25
36.938
36.938
36.688
37.0
37.0
36.625
36.688
36.562
36.75
36.938
36.688
36.875
36.75
36.875
36.688
36.875
36.938
37.0
36.875
36.688
36.562
36.688
36.875
37.0
36.812
36.938
36.5
36.5
36.875
36.688
36.812
36.438
36.75
36.875
37.0
36.938
36.438
36.5
36.375
36.125
35.938
35.75
35.625
35.625
35.625
35.562
36.312
36.188
36.25
36.125
36.25
36.062
36.062
36.0
36.0
35.938
35.938
36.25
36.312
36.438
36.312
36.062
35.938
36.062
36.062
35.688
35.875
36.5
36.312
36.375
36.188
36.25
36.125
36.125
36.125
36.438
36.125
36.062
36.125
35.562
36.062
36.375
36.125
36.062
35.875
35.812
35.875
35.875
36.0
36.062
35.75
36.5
36.438
36.688
36.375
36.188
36.188
35.875
36.25
36.312
36.188
36.062
36.062
35.875
35.812
35.938
36.312
36.375
36.562
36.438
36.375
36.188
36.375
36.5
36.438
36.188
36.812
36.688
36.75
36.938
37.062
37.438
37.5
37.125
36.875
37.125
36.938
37.0
37.0
37.0
37.0
36.75
36.562
36.812
36.75
36.812
36.625
37.0
36.812
36.75
36.562
37.0
36.875
36.5
36.375
36.438
36.562
36.625
36.938
37.0
36.562
37.0
36.688
36.938
36.875
36.625
36.812
36.938
36.938
36.625
37.188
37.5
37.375
37.312
37.25
37.125
37.0
36.938
36.875
37.062
37.188
37.312
36.812
36.75
37.0
36.625
36.438
36.188
36.062
36.0
36.0
35.75
36.0
36.125
36.312
36.25
36.125
35.875
35.75
35.625
35.5
36.0
36.312
36.562
36.438
36.312
36.0
35.938
35.938
35.812
35.875
35.75
35.75
35.812
35.812
35.688
35.75
36.0
35.938
35.625
35.5
36.5
36.25
36.375
36.0
35.938
36.312
36.062
35.812
35.562
36.125
35.75
35.688
35.938
36.125
36.062
36.0
35.875
35.875
35.688
36.0
36.375
36.312
36.125
36.125
35.875
35.625
35.812
36.25
36.25
36.688
36.375
36.25
36.062
36.125
36.062
36.438
36.562
36.25
36.312
36.062
36.0
36.0
36.188
36.312
36.125
36.438
36.875
36.438
36.688
36.812
36.75
35.5
36.875
37.25
36.875
37.125
37.375
37.25
37.0
37.0
37.062
36.875
37.312
36.875
37.125
36.938
36.812
36.75
36.625
36.938
36.875
36.688
36.688
36.688
36.875
37.0
36.688
36.688
36.812
36.938
36.562
36.938
36.812
36.625
36.875
36.625
36.75
37.312
37.0
36.875
37.125
36.875
36.625
36.438
36.375
36.188
36.375
36.75
36.875
36.875
36.688
37.375
37.25
37.125
37.062
37.125
37.125
36.812
36.625
36.438
36.812
36.938
36.375
36.75
36.562
36.25
36.062
35.938
36.062
35.875
35.938
35.875
35.562
35.75
36.062
36.312
36.0
36.062
36.312
36.5
36.875
36.625
36.438
35.938
35.938
35.938
36.25
35.812
35.562
35.562
35.5
35.125
36.0
36.25
35.688
35.625
35.75
35.75
35.688
35.812
35.688
35.25
35.688
36.188
36.312
35.75
35.75
35.562
35.312
35.625
35.5
35.25
35.25
36.125
36.125
36.0
35.75
35.75
35.625
35.812
35.0
35.938
36.25
36.062
35.688
35.625
35.5
35.375
35.375
36.125
36.438
36.125
36.062
35.938
35.938
35.75
35.812
36.062
36.562
36.312
36.188
36.375
36.812
36.625
36.938
36.75
36.75
36.875
36.25
37.25
37.25
37.062
36.938
37.0
36.75
36.812
36.562
36.688
36.688
36.938
36.75
36.625
36.375
36.688
36.562
36.938
36.75
36.625
36.438
36.438
36.625
36.375
36.562
36.625
36.688
36.812
36.625
36.688
36.562
36.938
37.0
36.938
36.812
37.062
36.938
37.312
37.0
36.875
36.562
36.688
36.5
37.0
36.688
37.062
37.312
37.125
37.25
